AREA_KM2,time,SIGLA,NM_MUN,CD_MUN,t2m,t2m_min,t2m_max
1200.329,11/12/04,RJ,Rio de Janeiro,3304557,25.38897,23.60735,28.01205
1200.329,11/13/04,RJ,Rio de Janeiro,3304557,23.2871,22.118,24.19067
1200.329,11/14/04,RJ,Rio de Janeiro,3304557,22.08962,21.0242,23.33392
1200.329,11/15/04,RJ,Rio de Janeiro,3304557,22.80645,19.7461,26.2739
1200.329,11/16/04,RJ,Rio de Janeiro,3304557,22.40075,21.2014,23.6942
1200.329,11/17/04,RJ,Rio de Janeiro,3304557,23.81927,21.58636,27.24682
1200.329,11/18/04,RJ,Rio de Janeiro,3304557,23.67074,22.70367,24.96526
1200.329,11/19/04,RJ,Rio de Janeiro,3304557,22.10497,20.58877,23.855
1200.329,11/20/04,RJ,Rio de Janeiro,3304557,21.72384,20.09115,23.42898
1200.329,11/21/04,RJ,Rio de Janeiro,3304557,21.63735,20.28713,22.7377
1200.329,11/22/04,RJ,Rio de Janeiro,3304557,21.9262,19.9503,23.7752
1200.329,11/23/04,RJ,Rio de Janeiro,3304557,22.87225,20.59347,25.98165
1200.329,11/24/04,RJ,Rio de Janeiro,3304557,22.77752,18.52435,27.45455
1200.329,11/25/04,RJ,Rio de Janeiro,3304557,24.69198,19.59588,29.4779
1200.329,11/26/04,RJ,Rio de Janeiro,3304557,26.59142,22.29406,31.5306
1200.329,11/27/04,RJ,Rio de Janeiro,3304557,26.95098,23.64846,32.65496
1200.329,11/28/04,RJ,Rio de Janeiro,3304557,25.72573,24.35497,28.76434
1200.329,11/29/04,RJ,Rio de Janeiro,3304557,23.39114,22.4255,25.07678
1200.329,11/30/04,RJ,Rio de Janeiro,3304557,22.63018,20.84463,24.4019
1200.329,12/1/04,RJ,Rio de Janeiro,3304557,22.4294,21.34225,24.01696
1200.329,12/2/04,RJ,Rio de Janeiro,3304557,22.61434,20.739,24.56155
1200.329,12/3/04,RJ,Rio de Janeiro,3304557,22.82534,21.07348,24.89367
1200.329,12/4/04,RJ,Rio de Janeiro,3304557,24.4303,20.99838,28.65872
1200.329,12/5/04,RJ,Rio de Janeiro,3304557,25.88113,23.1473,29.28777
1200.329,12/6/04,RJ,Rio de Janeiro,3304557,25.34307,22.48184,28.0273
1200.329,12/7/04,RJ,Rio de Janeiro,3304557,26.2027,23.31512,30.78066
1200.329,12/8/04,RJ,Rio de Janeiro,3304557,27.0465,23.73528,31.7712
1200.329,12/9/04,RJ,Rio de Janeiro,3304557,25.66396,23.91134,27.11068
1200.329,12/10/04,RJ,Rio de Janeiro,3304557,23.53884,22.69076,24.66717
1200.329,12/11/04,RJ,Rio de Janeiro,3304557,22.66134,21.92788,23.5886
1200.329,12/12/04,RJ,Rio de Janeiro,3304557,22.9979,21.26714,24.74346
1200.329,12/13/04,RJ,Rio de Janeiro,3304557,23.13552,20.712,25.84197
1200.329,12/14/04,RJ,Rio de Janeiro,3304557,23.4219,21.5124,25.83727
1200.329,12/15/04,RJ,Rio de Janeiro,3304557,24.09646,22.02883,26.8513
1200.329,12/16/04,RJ,Rio de Janeiro,3304557,25.91543,21.4467,30.31472
1200.329,12/17/04,RJ,Rio de Janeiro,3304557,26.09326,24.06274,29.31713
1200.329,12/18/04,RJ,Rio de Janeiro,3304557,25.071,23.6226,27.9968
1200.329,12/19/04,RJ,Rio de Janeiro,3304557,25.11608,23.42193,26.56024
1200.329,12/20/04,RJ,Rio de Janeiro,3304557,26.74447,24.33972,30.56234
1200.329,12/21/04,RJ,Rio de Janeiro,3304557,24.1281,22.5159,24.98522
1200.329,12/22/04,RJ,Rio de Janeiro,3304557,22.3969,21.4162,22.93017
1200.329,12/23/04,RJ,Rio de Janeiro,3304557,21.192,20.44207,22.2037
1200.329,12/24/04,RJ,Rio de Janeiro,3304557,23.88198,21.29763,28.02026
1200.329,12/25/04,RJ,Rio de Janeiro,3304557,23.80172,21.5124,26.21636
1200.329,12/26/04,RJ,Rio de Janeiro,3304557,25.71398,22.55932,30.1375
1200.329,12/27/04,RJ,Rio de Janeiro,3304557,24.97918,22.9114,27.76205
1200.329,12/28/04,RJ,Rio de Janeiro,3304557,24.54345,22.92315,26.36306
1200.329,12/29/04,RJ,Rio de Janeiro,3304557,25.12762,22.9196,28.01556
1200.329,12/30/04,RJ,Rio de Janeiro,3304557,25.98098,23.71652,28.9087
1200.329,12/31/04,RJ,Rio de Janeiro,3304557,26.43252,23.6027,29.78073
